File	Avg_length	Median_length	Char_types	Types	Tokens	TTR	H
acu.txt	6.7563	6.0	37	2782	10000	0.2782	9.662114624132197
afr.txt	3.9804	3.0	31	1415	10000	0.1415	7.828208650440578
agr.txt	6.8646	6.0	31	3793	10000	0.3793	10.49834461587561
ake.txt	4.5592	4.0	25	1486	10000	0.1486	8.10177292978101
alb.txt	4.1629	4.0	28	2008	10000	0.2008	8.462458534952468
amh.txt	4.1277	4.0	205	4367	10000	0.4367	10.840028571224162
amu.txt	5.8606	5.0	39	1822	10000	0.1822	8.091722222859355
ara.txt	4.4227	4.0	59	4611	10000	0.4611	10.812700663453716
arm.txt	4.7652	4.0	44	2732	10000	0.2732	9.354260857283666
baq.txt	6.1527	6.0	32	2914	10000	0.2914	9.800006350084471
bsn.txt	5.775	5.0	37	2185	10000	0.2185	8.7021128138191
bul.txt	4.3899	4.0	35	2555	10000	0.2555	8.949371813565314
cak.txt	4.4442	4.0	31	1249	10000	0.1249	7.573184345973464
ceb.txt	4.6082	4.0	25	1241	10000	0.1241	7.304652384232998
cha.txt	4.7858	4.0	30	2283	10000	0.2283	8.10743943654613
chi.txt	1.0	1.0	699	699	10000	0.0699	7.726689265106021
chq.txt	4.6424	5.0	57	1499	10000	0.1499	7.939070239729557
chr.txt	4.3039	4.0	83	3600	10000	0.36	9.69634823301949
cjp.txt	3.8705	3.0	43	1521	10000	0.1521	8.138471745024715
cni.txt	9.7795	9.0	26	3574	10000	0.3574	9.872296279928786
cop.txt	5.5212	5.0	31	3521	10000	0.3521	9.956634824412223
crp.txt	3.3392	3.0	30	801	10000	0.0801	7.605157958460285
cze.txt	4.6906	4.0	38	3223	10000	0.3223	9.853612990455979
dan.txt	4.4315	4.0	37	2045	10000	0.2045	8.868136391470408
deu.txt	4.5987	4.0	29	1579	10000	0.1579	8.493290691042326
dik.txt	3.319	3.0	24	1054	10000	0.1054	7.938055055083609
dje.txt	3.7594	3.0	26	874	10000	0.0874	7.771947690953927
djk.txt	3.3919	3.0	23	545	10000	0.0545	7.277169891457265
dop.txt	3.6227	3.0	37	1408	10000	0.1408	8.10749202725582
eng.txt	4.2266	4.0	26	1445	10000	0.1445	8.119636618254034
epo.txt	4.4333	4.0	23	1786	10000	0.1786	8.224326781792653
est.txt	5.2699	5.0	25	2983	10000	0.2983	9.638018728862647
ewe.txt	3.607	3.0	41	1778	10000	0.1778	8.642949886803844
fin.txt	5.8665	5.0	23	2912	10000	0.2912	9.559443020749082
fra.txt	4.5779	4.0	37	1718	10000	0.1718	8.340138236591145
gbi.txt	4.5313	4.0	24	1567	10000	0.1567	7.749387244244514
gla.txt	4.1089	4.0	18	1601	10000	0.1601	8.300033253545509
glv.txt	4.0861	3.0	25	1594	10000	0.1594	8.282638553322743
gre.txt	4.7885	4.0	25	2701	10000	0.2701	9.054846479229347
