File	Avg_length	Median_length	Char_types	Types	Tokens	TTR	H
acu.txt	6.7563	6	37	2782	10000	0.2782	9.6621146241322
afr.txt	3.9804	3	31	1415	10000	0.1415	7.82820865044058
agr.txt	6.8646	6	31	3793	10000	0.3793	10.4983446158756
ake.txt	4.5592	4	25	1486	10000	0.1486	8.10177292978101
alb.txt	4.1629	4	28	2008	10000	0.2008	8.46245853495247
amh.txt	4.1277	4	205	4367	10000	0.4367	10.8400285712242
amu.txt	5.8606	5	39	1822	10000	0.1822	8.09172222285936
ara.txt	4.4227	4	59	4611	10000	0.4611	10.8127006634537
arm.txt	4.7652	4	44	2732	10000	0.2732	9.35426085728367
baq.txt	6.1527	6	32	2914	10000	0.2914	9.80000635008447
bsn.txt	5.775	5	37	2185	10000	0.2185	8.7021128138191
bul.txt	4.3899	4	35	2555	10000	0.2555	8.94937181356531
cak.txt	4.4442	4	31	1249	10000	0.1249	7.57318434597346
ceb.txt	4.6082	4	25	1241	10000	0.1241	7.304652384233
cha.txt	4.7858	4	30	2283	10000	0.2283	8.10743943654613
chi.txt	2.44	1	699	699	10000	0.0699	7.72668926510602
chq.txt	4.6424	5	57	1499	10000	0.1499	7.93907023972956
chr.txt	4.3039	4	83	3600	10000	0.36	9.69634823301949
cjp.txt	3.8705	3	43	1521	10000	0.1521	8.13847174502472
cni.txt	9.7795	9	26	3574	10000	0.3574	9.87229627992879
cop.txt	5.5212	5	31	3521	10000	0.3521	9.95663482441222
crp.txt	3.3392	3	30	801	10000	0.0801	7.60515795846029
cze.txt	4.6906	4	38	3223	10000	0.3223	9.85361299045598
dan.txt	4.4315	4	37	2045	10000	0.2045	8.86813639147041
deu.txt	4.5987	4	29	1579	10000	0.1579	8.49329069104233
dik.txt	3.319	3	24	1054	10000	0.1054	7.93805505508361
dje.txt	3.7594	3	26	874	10000	0.0874	7.77194769095393
djk.txt	3.3919	3	23	545	10000	0.0545	7.27716989145727
dop.txt	3.6227	3	37	1408	10000	0.1408	8.10749202725582
eng.txt	4.2266	4	26	1445	10000	0.1445	8.11963661825403
epo.txt	4.4333	4	23	1786	10000	0.1786	8.22432678179265
est.txt	5.2699	5	25	2983	10000	0.2983	9.63801872886265
ewe.txt	3.607	3	41	1778	10000	0.1778	8.64294988680384
fin.txt	5.8665	5	23	2912	10000	0.2912	9.55944302074908
fra.txt	4.5779	4	37	1718	10000	0.1718	8.34013823659114
gbi.txt	4.5313	4	24	1567	10000	0.1567	7.74938724424451
gla.txt	4.1089	4	18	1601	10000	0.1601	8.30003325354551
glv.txt	4.0861	3	25	1594	10000	0.1594	8.28263855332274
gre.txt	4.7885	4	25	2701	10000	0.2701	9.05484647922935
guj.txt	2.6735	3	378	2668	10000	0.2668	9.68857693434565
heb.txt	4.0031	4	27	4289	10000	0.4289	10.7954694894384
hin.txt	2.1333	2	376	1628	10000	0.1628	8.55776470707248
hrv.txt	4.4877	4	40	3088	10000	0.3088	9.67425648780056
hun.txt	5.4733	5	33	3123	10000	0.3123	9.31331029814096
ind.txt	5.7583	5	23	2009	10000	0.2009	8.9586169654564
isl.txt	4.6003	4	42	1997	10000	0.1997	8.96588932604577
ita.txt	4.3477	4	27	1662	10000	0.1662	8.67147315569881
jak.txt	5.2073	5	34	1644	10000	0.1644	8.42976315941357
jap.txt	2.0785	1	617	896	10000	0.0896	7.18895224852739
jiv.txt	6.9687	7	29	3554	10000	0.3554	10.1289798286013
kab.txt	4.6438	5	34	2459	10000	0.2459	8.90269391831492
kan.txt	4.2702	4	343	3373	10000	0.3373	10.3919439878555
kbh.txt	7.318	6	43	2212	10000	0.2212	8.87242505649077
kek.txt	4.6876	4	36	1411	10000	0.1411	7.82033346402938
kor.txt	3.683	3	659	3444	10000	0.3444	10.2847404508715
lat.txt	5.3235	5	23	2920	10000	0.292	9.37624667041859
lav.txt	4.6282	4	43	2133	10000	0.2133	8.88682332831993
lit.txt	5.3945	5	33	2922	10000	0.2922	9.78356961334059
mal.txt	4.8424	4	372	4210	10000	0.421	10.5249694588598
mam.txt	4.8417	4	32	1613	10000	0.1613	8.51846119305901
mao.txt	3.3638	3	14	826	10000	0.0826	7.03179452611698
mar.txt	3.2938	3	391	3592	10000	0.3592	10.4415342274283
mya.txt	2.2772	2	381	1174	10000	0.1174	7.920484108258
nep.txt	3.2612	3	379	2505	10000	0.2505	9.82458592104257
nhg.txt	6.7755	6	30	2088	10000	0.2088	8.51098924762436
nld.txt	4.3892	4	35	1669	10000	0.1669	8.45901055699768
nor.txt	4.1239	4	37	2223	10000	0.2223	8.87511366072261
ojb.txt	4.1473	4	117	3558	10000	0.3558	9.98786777475473
pck.txt	4.451	4	23	2048	10000	0.2048	8.75783838619135
pes.txt	3.7976	4	45	2561	10000	0.2561	9.05301883644184
plt.txt	5.6074	5	34	1842	10000	0.1842	8.3212157504273
pol.txt	5.186	5	33	2918	10000	0.2918	9.64538564533585
por.txt	4.1502	4	35	1596	10000	0.1596	8.30703917933692
pot.txt	6.6881	6	18	4001	10000	0.4001	9.89285706121657
ppk.txt	4.8294	5	23	2022	10000	0.2022	8.87578680118674
quc.txt	4.5179	4	31	1486	10000	0.1486	7.55312258062572
quw.txt	7.2419	7	33	2877	10000	0.2877	10.0141807034096
rom.txt	4.2921	4	25	1246	10000	0.1246	8.1556508311667
rum.txt	4.5636	4	25	2302	10000	0.2302	9.18475841679723
rus.txt	4.8686	5	32	3026	10000	0.3026	9.62939162725678
shi.txt	6.325	6	34	3903	10000	0.3903	10.4073681638847
slk.txt	4.3282	4	43	2284	10000	0.2284	9.19208125185518
slv.txt	4.2969	4	29	2337	10000	0.2337	9.18843732663712
sna.txt	6.9311	7	24	3142	10000	0.3142	10.0107657879816
som.txt	5.5474	5	23	2370	10000	0.237	9.02628612618672
spa.txt	4.239	4	30	1839	10000	0.1839	8.48537578604779
srp.txt	4.3857	4	26	2311	10000	0.2311	9.19528357815447
ssw.txt	5.3573	5	24	2355	10000	0.2355	9.11630395604988
swe.txt	4.5182	4	27	1478	10000	0.1478	8.42520243579876
syr.txt	3.9366	4	22	2520	10000	0.252	9.41371011745244
tel.txt	4.1537	4	356	3561	10000	0.3561	10.5040362793406
tgl.txt	4.5236	4	25	1357	10000	0.1357	7.47248489829662
tha.txt	3.1312	3	373	1196	10000	0.1196	7.99833495682999
tmh.txt	4.5937	4	35	2400	10000	0.24	9.22775849610481
tur.txt	6.2027	6	39	3670	10000	0.367	10.704688144567
ukr.txt	4.5612	4	33	2948	10000	0.2948	9.59666175539525
usp.txt	5.3829	5	34	1359	10000	0.1359	8.05165387368665
vie.txt	3.5681	3	88	1082	10000	0.1082	8.37489661336327
wal.txt	7.1356	7	26	3180	10000	0.318	10.0578826421083
wol.txt	3.6862	3	31	1464	10000	0.1464	8.62197280497018
xho.txt	7.3963	7	27	3727	10000	0.3727	10.4785365755621
zul.txt	7.6389	7	26	4164	10000	0.4164	10.6304186240997

