File	Avg_length	Median_length	Char_types	Types	Tokens	TTR	H
UD_Afrikaans-AfriBooms.txt	5.443	4.0	40	1891	10000	0.1891	8.600968484779955
UD_Akkadian-RIAO.txt	5.134	5.0	45	2244	10000	0.2244	9.201341510019779
UD_Akuntsu-TuDeT.txt	4.279132791327913	4	23	219	369	0.5934959349593496	7.396371949894573
UD_Albanian-TSA.txt	5.287769784172662	5.0	33	474	834	0.5683453237410072	7.873174253202864
UD_Amharic-ATT.txt	3.7083333333333335	4.0	203	2378	4152	0.5727360308285164	10.459620031256875
UD_Ancient_Greek-PROIEL.txt	4.8752	4.0	107	2971	10000	0.2971	9.481187200984575
UD_Apurina-UFPA.txt	6.514851485148514	6	26	222	505	0.4396039603960396	6.92707458513031
UD_Arabic-PADT.txt	4.9264	5.0	66	4677	10000	0.4677	11.073116558410337
UD_Armenian-ArmTDP.txt	5.6701	5.0	58	4345	10000	0.4345	10.685755869293132
UD_Assyrian-AS.txt	3.4986595174262733	3	141	253	373	0.67828418230563	7.54437678343328
UD_Bambara-CRB.txt	2.9653	2.0	26	758	10000	0.0758	7.03088317905025
UD_Basque-BDT.txt	6.3952	6.0	39	4824	10000	0.4824	10.912099357087444
UD_Beja-NSC.txt	2.761290322580645	2.0	28	238	930	0.25591397849462366	6.692817169776804
UD_Belarusian-HSE.txt	3.7438	1.0	122	4085	10000	0.4085	9.28996946614726
UD_Bhojpuri-BHTB.txt	2.428643216080402	2.0	383	1665	5970	0.27889447236180903	9.163592623234267
UD_Breton-KEB.txt	4.297735760971055	4.0	46	2444	8568	0.2852474323062558	9.213642794092085
UD_Bulgarian-BTB.txt	5.1883	5.0	62	4461	10000	0.4461	10.222718758888364
UD_Buryat-BDT.txt	6.548460798460798	6.0	48	4097	8316	0.49266474266474264	11.240382519609142
UD_Cantonese-HK.txt	1.2963	1.0	964	2554	10000	0.2554	9.525988097486366
UD_Catalan-AnCora.txt	4.8265	4.0	50	3258	10000	0.3258	9.383392938835126
UD_Chinese-GSD.txt	1.7089	2.0	1892	4320	10000	0.432	10.916500134517639
UD_Chukchi-HSE.txt	7.815051311288483	7	40	2422	4385	0.5523375142531357	10.415735102570675
UD_Coptic-Scriptorium.txt	6.0729	6.0	32	4617	10000	0.4617	10.594206512461547
UD_Croatian-SET.txt	5.7513	6.0	43	4043	10000	0.4043	10.417831356088632
UD_Czech-PDT.txt	5.4562	5.0	54	4802	10000	0.4802	10.997582602513848
UD_Danish-DDT.txt	4.9075	4.0	45	3753	10000	0.3753	9.795155109740815
