a	992
sa	186
na	134
v	98
jeho	98
že	96
som	92
povedal	84
je	84
keď	83
to	83
jakob	72
do	71
i	70
ho	64
s	63
si	60
ale	58
mu	58
aby	57
čo	56
bol	56
k	52
ich	52
lebo	51
z	51
tak	51
za	49
hľa	47
mi	47
meno	45
bôh	41
synovia	39
toto	38
bolo	37
riekol	36
svoje	36
vtedy	34
sedem	33
svojho	32
potom	32
jej	32
zemi	32
knieža	32
stádo	31
rácheľ	31
jozef	31
ktorý	29
syna	29
sú	29
bude	28
ako	28
stalo	28
so	27
všetko	27
porodila	27
ja	26
ma	26
jakobovi	26
dal	26
otca	25
ti	25
boli	25
zeme	24
videl	24
lában	24
rokov	24
svojich	24
toho	23
či	23
ešte	23
svojmu	23
on	23
pred	23
faraon	23
ním	22
tam	22
ktoré	22
dcéry	22
po	22
len	21
im	21
povedala	21
nech	21
svojej	20
moje	20
aj	20
ženy	20
hospodin	19
mnou	19
synov	19
svoj	19
môj	19
medzi	19
ruky	19
prišiel	18
ju	17
tvoje	17
ktorí	17
sen	17
jako	16
preto	16
by	16
svoju	16
tedy	16
nad	16
miesto	15
nie	15
nazval	15
ak	15
sme	15
otcovi	15
mal	15
teraz	15
vo	15
ezav	15
jozefovi	15
hovoril	14
tom	14
vzal	14
tu	14
boly	14
u	14
neho	14
lea	14
mňa	14
nazvala	14
júda	14
môjho	14
dome	14
nám	14
zem	13
zo	13
o	13
postavil	13
stáda	13
zase	13
bratia	13
ste	13
nimi	13
dcéru	13
všetkých	13
ku	13
jozefa	13
prišli	13
tebe	12
tebou	12
ťa	12
kameň	12
domu	12
bola	12
bratom	12
počala	12
pretože	12
nami	12
svojim	12
všetky	11
mesta	11
rúcho	11
tri	11
nej	11
vrchu	11
brata	11
očiach	11
ženu	11
vošiel	11
urobil	11
teba	11
už	11
mne	11
pre	11
podľa	11
od	11
kráv	11
náčelníka	11
faraonovi	11
egyptskej	11
pod	10
tento	10
počul	10
vyšiel	10
odpovedal	10
našiel	10
prosím	10
deti	10
ty	10
otec	10
poslal	10
kde	10
bratov	10
syn	10
budú	9
budem	9
miesta	9
išiel	9
tej	9
povedali	9
dobre	9
ide	9
slúžil	9
nebolo	9
tvár	9
veľmi	9
ezavovi	9
až	9
ruke	9
kniežatá	9
kraľoval	9
sníval	9
tvojho	8
dám	8
lábanovi	8
oči	8
vec	8
muža	8
odišiel	8
milosť	8
pán	8
ani	8
svojím	8
izrael	8
zomrel	8
ezavovej	8
egypta	8
vyložil	8
klasov	8
pamätný	7
poli	7
pri	7
lábana	7
oni	7
dcéra	7
dobytok	7
brat	7
budeš	7
dni	7
dievku	7
prečo	7
rúben	7
noci	7
mojej	7
mám	7
bodkasté	7
nich	7
ktorá	7
ten	7
kanaána	7
bohov	7
deň	7
seira	7
dievky	7
tých	7
ktorom	7
náčelník	7
hlad	7
tejto	6
dom	6
boží	6
prv	6
studne	6
moja	6
moju	6
mužov	6
leu	6
nemu	6
ktorú	6
mzdu	6
dňa	6
sebou	6
slová	6
sne	6
všetci	6
nejaký	6
utiekol	6
vám	6
nenašiel	6
veci	6
dvadsať	6
budeme	6
navrátil	6
ruku	6
všetkým	6
sukňu	6
sny	6
tvoji	6
dolu	6
stráže	6
riekla	6
jedného	6
čašníkov	6
tie	6
tučných	6
hladu	6
celej	6
obilie	6
ráno	5
hlavu	5
ceste	5
istotne	5
má	5
synom	5
býval	5
jeden	5
dní	5
túto	5
muž	5
druhého	5
ležal	5
ňou	5
bývať	5
tvoj	5
predo	5
požehnal	5
strakaté	5
tú	5
vy	5
nože	5
naše	5
všetok	5
ktorých	5
stán	5
bratmi	5
stánu	5
títo	5
chlieb	5
bratovi	5
pánovi	5
služobníkom	5
dar	5
tiež	5
nebude	5
vraj	5
kto	5
pána	5
mužovia	5
sichema	5
vaše	5
hore	5
ktorému	5
kráľovskej	5
svojom	5
ustanovil	5
zanechal	5
žalára	5
pekárov	5
snívalo	5
rieky	5
pohľad	5
krásnych	5
obilia	5
tvojmu	4
dokiaľ	4
mieste	4
nevedel	4
vstal	4
domom	4
