و	403
سی	325
بو	182
اهالی	180
یوخاری	157
نده	144
کندی	117
نفر	108
آذربایجان	97
نوفوس	95
کندین	95
یئرلیشیب	93
اهالي	91
ندا	90
بولومو	87
وار	85
1385	77
سي	77
ایلین	75
بیر	66
اینجی	64
سایی	59
اساسی	58
نین	55
باتی	51
عائیله	50
اوستانی‌نین	50
قصبه‌سی	49
قصبه	47
دور	45
بۇ	45
توركجه	44
مرکزی	43
لر	42
اکینچیلیک	42
مال	41
داوارچیلیغلا	41
یاشاییش	41
سورولر	41
ایقتیصادیات	41
بولگه‌سینین	40
پورتالی	40
اينجي	39
تورك	38
يوخاري	37
اورمو	36
بولگه	34
ايلين	33
دیر	33
ماکی	32
ایله	32
سايي	31
اساسي	31
كندين	31
موغان	30
دانيشيرلار	30
کی	29
خاریجی	28
کئچیدلر	27
ده	27
شهر	25
تورکیه	25
شهرین	23
دا	22
كندي	22
یا	20
آباد	20
دوز	20
گؤره	19
واردیر	19
ائشیک	19
باغلانتی‌لار	19
گیلان	18
اۆچون	18
اولار	18
دوغو	18
اونگوت	18
۱۳۸۵	18
بير	18
ایلده	17
آسلان	17
آد	16
بؤلگه‌سی	16
تپه	16
اوستانی	15
آپارماق	15
یئر	15
تازا	15
وارايميش	15
علیا	15
شهری	14
اونملی	14
بوغدا	14
آرپا	14
بؤیوک	14
یئنی	14
بوُ	14
چوخ	13
پولدشت	13
محصول	13
لاریندان	13
نی	13
اولان	13
بیناب	13
خان	13
قوزئی	12
اوجارود	12
دانیشیرلار	12
گیلانین	12
اؤز	12
اساسیندا	12
باهار	12
روستای	11
ان	11
گیلان‌دا	11
بؤلگه‌سینین	11
دير	11
دره	11
آدی	11
موغان‌شهر	11
چایپاسار	10
ایران	10
جمعیتی	10
ایرانین	10
اوْلان	10
اوْلاراق	10
بؤلومو	10
ایل	10
ایجرود	10
ایسه	10
گونئی	10
بیرده	10
باخ	10
بئله	10
قارا	10
یزد	10
تیکان	10
كندین	9
هر	9
قاباق	9
یئرین	9
گئرمی	9
برادوست	9
قیشلاق	9
شرقی	9
سعید	9
مركزی	8
آنجاق	8
ایلک	8
اهالیسی	8
گیلانار	8
یئددی	8
شهرين	8
شهرلرینین	8
اوْلوب	8
قوزای	8
اهاليسي	8
وارمیش	8
گرم	8
