en	11
te	10
koa	9
on	9
jẽ	6
pi	6
etʃe	6
nõm	6
ete	6
aramĩra	5
aj	5
ɨkɨ	5
ata	5
kɨte	4
kom	4
erẽ	4
ẽ	4
tʃopa	3
kitʃe	3
kɨjtpit	3
kem	3
kɨ	3
ãka	3
oerekwa	3
ke	3
kɨp	3
aparapia	3
ka	3
jẽrom	3
ep	2
apara	2
tep	2
tʃaruj	2
pero	2
okwaj	2
tawtʃe	2
kani	2
kɨrom	2
kwako	2
kɨpek	2
at	2
buko	2
karow	2
tek	2
iw	2
pura	2
erape	2
oatap	2
õkwa	2
tʃoktʃok	2
ta	2
oko	2
eme	2
koro	2
okɨp	2
tʃe	2
ek	2
tekwata	2
kwamoa	2
kebõ	2
kwakwa	2
aparapiat	2
tʃooo	2
dow	2
tow	2
pupak	2
baba	2
konibu	1
õa	1
kanibõ	1
tokwaj	1
perek	1
ariano	1
teita	1
kɨrẽ	1
okɨpi	1
maã	1
babape	1
korakora	1
mi	1
kitʃetara	1
etap	1
teti	1
pururu	1
ɨmɨmere	1
kopiba	1
mõatʃoa	1
ikoa	1
okwata	1
potʃek	1
momo	1
tejã	1
otek	1
ikoromka	1
oetara	1
otoa	1
kwaẽ	1
ipitka	1
epo	1
tʃoga	1
ita	1
atiti	1
karã	1
tepna	1
okwako	1
ikona	1
ekoro	1
kotin	1
peka	1
ataperom	1
atap	1
omepirẽpitet	1
kwep	1
koni	1
eboro	1
imaã	1
teatap	1
nĩap	1
itoap	1
atʃoap	1
tet	1
omapi	1
baj	1
omepit	1
ojẽ	1
poga	1
pe	1
ameko	1
ikora	1
okere	1
atʃi	1
pibõ	1
otʃipap	1
tabɨtõ	1
tekõ	1
ekõ	1
tebõ	1
purururu	1
kojõpebõ	1
kɨrẽbõ	1
pabapebõ	1
kiramka	1
atʃiri	1
tawtʃeri	1
mia	1
kɨrẽri	1
paja	1
kiwkiw	1
kwena	1
tawtʃena	1
takɨrapna	1
tawpɨkna	1
tatona	1
tato	1
takɨrap	1
imen	1
iõ	1
imepit	1
menna	1
pekã	1
ana	1
ɨkɨpe	1
eanampe	1
tʃarimẽ	1
tokwajet	1
mepitet	1
tɨrɨ	1
oirika	1
ajet	1
ikiramka	1
kɨpitʃik	1
ɨkɨt	1
nako	1
ape	1
õjpe	1
pajapna	1
parãap	1
tʃogaap	1
niam	1
imokwa	1
oiko	1
tokwa	1
ojã	1
otojẽpitin	1
ebapap	1
ɨro	1
tojẽpitin	1
opoatʃo	1
tʃokĩn	1
kɨjtpitatʃo	1
boroteatʃori	1
barobaro	1
itʃoke	1
tʃop	1
tʃoke	1
patʃo	1
patʃe	1
tɨɾɨ	1
tajtʃi	1
eni	1
erepe	1
terepe	1
kwiro	1
ikɨta	1
pea	1
ipoka	1
temen	1
tekɨjt	1
iata	1
boja	1
enõ	1
orẽ	1
kirẽbõ	1
kipera	1
am	1
tetna	1
ekem	1
jẽbõ	1
ko	1
