係	271
我	253
呢	248
嘅	207
個	156
呀	130
唔	121
你	120
就	102
一	91
噉	89
有	87
都	66
人	65
議	63
哋	62
佢	60
呢，	60
好	59
家	58
會	55
啲	54
去	54
喺	54
做	51
嗰	48
冇	48
誒	48
主	46
咗	46
以	45
員	44
話	43
過	42
要	40
㗎	40
度	39
可	39
席	38
大	36
同	35
問	35
嚟	33
，我	33
如	33
而	33
講	32
得	32
日	30
為	30
果	30
選	30
下	29
能	29
歌	28
定	28
依	28
啦	27
到	27
唱	27
畀	26
點	26
樣	26
時	26
法	26
題	25
不	25
程	24
規	24
出	23
事	23
夠	23
自	22
多	22
但	22
返	22
正	22
我哋	22
經	21
己	21
即	21
宣	21
幾	20
則	20
因	19
先	19
誓	19
主席	19
年	18
後	18
又	18
行	18
第	18
進	18
咪	17
之	17
理	17
其	17
想	17
。噉	17
未	17
成	16
意	16
國	16
作	16
票	16
舉	16
，係	15
今	15
倒	15
嘢	15
。我	15
者	15
書	15
實	15
決	15
信	15
議員	15
該	14
或	14
住	14
所	14
已	14
一個	14
發	13
格	13
然	13
於	13
噉，	13
請	13
秘	13
任	13
裏	13
清	13
會議	13
論	13
認	13
阿	12
呀，	12
生	12
街	12
嘞	12
剛	12
前	12
間	12
合	12
投	12
就係	12
才	12
序	12
使	11
睇	11
應	11
聽	11
工	11
陣	11
學	11
二	11
覺	11
啱	11
望	11
根	11
份	11
便	11
式	11
提	11
處	11
權	11
知	10
真	10
再	10
面	10
囖	10
依個	10
對	10
嘅。	10
港	10
咁	10
完	10
三	10
見	10
，就	10
……	10
嘅話	10
彥	10
吖	9
教	9
呢個	9
嘛	9
中	9
由	9
可以	9
他	9
咩	9
企	9
走	9
香	9
係，	9
廟	9
，佢	9
唧	9
亦	9
籍	9
何	9
況	9
據	9
情	9
開	8
機	8
幫	8
似	8
心	8
手	8
最	8
打	8
當	8
新	8
電	8
力	8
e	8
因為	8
解	8
希	8
本	8
四	8
上	8
唔係	8
已經	8
個嘅	8
問題	8
梁	8
如果	8
祇	8
第一	8
資	8
立	8
參	8
坐	7
喇	7
天	7
與	7
在	7
每	7
名	7
客	7
攞	7
喎	7
接	7
需	7
公	7
緊	7
留	7
郵	7
繼	7
候	7
提問	7
能夠	7
梁君	7
議事	7
容	7
埋	7
君	7
爭	7
規則	7
《議	7
基	7
件	7
確	7
疑	7
言	7
代	6
喂	6
仔	6
部	6
搵	6
，都	6
帶	6
孫	6
性	6
叫	6
用	6
跟	6
酒	6
照	6
檔	6
不過	6
總	6
，你	6
陪	6
至	6
求	6
頭	6
十	6
民	6
文	6
，其	6
關	6
大家	6
表	6
，誒	6
，呀	6
決定	6
即係	6
次	6
相	6
質	6
吓	5
仲	5
友	5
邊	5
等	5
讓	5
單	5
女	5
藝	5
為我	5
紀	5
玩	5
初	5
頂	5
條	5
老	5
誒，	5
全	5
所以	5
場	5
，可	5
氣	5
，呢	5
飲	5
屋	5
入	5
利	5
係冇	5
覺得	5
或者	5
啦。	5
乜	5
兩	5
，而	5
，即	5
星	5
放	5
假	5
o	5
嗱	5
費	5
身	5
澄清	5
澄	5
嘅，	5
裏便	5
同埋	5
嘅主	5
進行	5
程序	5
哋嘅	5
位	5
孟	5
選舉	5
席。	5
封	5
律	5
長	5
資格	5
取	5
而家	5
嘅決	5
呀？	4
收	4
音	4
哎	4
。因	4
人，	4
我係	4
趣	4
退	4
休	4
，冇	4
地	4
半	4
搞	4
y	4
落	4
壓	4
細	4
分	4
八	4
喀	4
消	4
辦	4
百	4
㗎。	4
明	4
受	4
傾	4
除	4
非	4
夜	4
別	4
五	4
輪	4
閒	4
嗱，	4
高	4
續	4
方	4
p	4
鐘	4
喺依	4
，但	4
期	4
原	4
落去	4
都係	4
，主	4
我祇	4
個會	4
頭先	4
持	4
違	4
反	4
靜	4
釋	4
c	4
居留	4
呢？	4
嘅選	4
彥議	4
法會	4
直	4
話，	4
文件	4
候選	4
秘書	4
個選	4
立法	4
義	4
維	4
完成	4
嚴	4
重	4
宗	4
李	3
千	3
起	3
歌嘅	3
贊	3
屋企	3
飯	3
種	3
响	3
嘞。	3
內	3
，唔	3
嘢啦	3
i	3
1	3
叫我	3
姐	3
，因	3
，不	3
道	3
世	3
炒	3
魷	3
魚	3
謝	3
嘛。	3
噉呢	3
檯	3
咗一	3
諗	3
首	3
拉	3
雨	3
係有	3
變	3
，或	3
吔	3
路	3
乎	3
飛	3
都有	3
廳	3
掛	3
我都	3
貴	3
有一	3
業	3
賞	3
，一	3
囖。	3
識	3
唔同	3
，嗰	3
食	3
哋，	3
政	3
滿	3
晒	3
加	3
極	3
暑	3
萬	3
包	3
ｏ	3
ｋ	3
我就	3
錯	3
l	3
n	3
位議	3
同事	3
剛才	3
復	3
席嘅	3
許	3
便呢	3
建	3
刻	3
嘅時	3
便嗰	3
向	3
交	3
。而	3
亦都	3
所有	3
來	3
今日	3
呢一	3
難	3
議。	3
書處	3
國籍	3
就唔	3
咗，	3
安	3
排	3
無	3
保	3
你嘅	3
裏面	3
，去	3
題，	3
但係	3
附	3
事規	3
，第	3
其他	3
毛	3
棄	3
個，	3
意見	3
我想	3
，喺	3
楚	3
應該	3
都唔	3
唔好	3
不能	3
個人	3
仍然	3
嘅一	3
係同	3
判斷	3
制	3
英	3
監誓	3
佢哋	3
宣誓	3
係一	3
員都	3
，所	3
。佢	3
將	3
m	3
括	3
居	3
定，	3
成個	3
都未	3
完全	3
讀	3
粗	3
其實	3
式宣	3
你可	3
馬	2
死	2
快	2
送	2
朋	2
餅	2
嗯	2
遊	2
常	2
曲	2
欸	2
個藝	2
名，	2
名嚟	2
唷	2
哎吔	2
個年	2
煮	2
買	2
菜呀	2
有興	2
。初	2
歌而	2
而嚟	2
尾	2
，唱	2
，中	2
最大	2
我睇	2
凳	2
材必	2
。即	2
動	2
係嗰	2
自己	2
己。	2
階	2
呀…	2
西	2
彈	2
琴	2
卡拉	2
唔使	2
個電	2
喇，	2
體	2
限	2
爆	2
咖	2
醉	2
福	2
運	2
做，	2
我我	2
b	2
好似	2
，《	2
日都	2
唱。	2
燕	2
歡	2
唱呢	2
！我	2
唔到	2
圍	2
興	2
展	2
噉我	2
s	2
t	2
你就	2
，跟	2
，如	2
存	2
喇。	2
慢	2
我個	2
金	2
係呀	2
壇	2
甚	2
蚊	2
後，	2
，睇	2
朋友	2
，香	2
同我	2
祈	2
白	2
偈	2
歌，	2
呼	2
場啦	2
齊	2
太	2
困	2
樂	2
句	2
啦，	2
一樣	2
晚	2
。誒	2
七	2
十一	2
驗	2
紅	2
執	2
口	2
零	2
二十	2
梅	2
艷	2
芳	2
秀，	2
光	2
延	2
遲	2
北	2
睇北	2
！你	2
媽	2
蚊一	2
，又	2
啦…	2
店	2
…唔	2
旅	2
聽晚	2
血	2
蟹	2
仙	2
整	2
行出	2
哈	2
有冇	2
片	2
佈	2
而第	2
詢	2
此	2
關心	2
間呢	2
聞	2
傳	2
媒	2
待	2
員同	2
究	2
個情	2
樣，	2
依一	2
就讓	2
嗰度	2
會嘅	2
員，	2
五分	2
望呢	2
嘅位	2
秩序	2
底	2
嘅投	2
噉呀	2
好，	2
座	2
係唔	2
可唔	2
君彥	2
有關	2
我剛	2
家呢	2
有出	2
都會	2
究竟	2
何嘅	2
持呢	2
嗰個	2
》嘅	2
規定	2
持嘅	2
。依	2
要我	2
議規	2
法嘅	2
邀	2
議程	2
嘅內	2
唻	2
程問	2
涉	2
及	2
關依	2
透	2
嘅場	2
嘑，	2
都聽	2
問題。	2
暫	2
下馬	2
聲	2
明，	2
a	2
佢有	2
係要	2
於就	2
係特	2
，作	2
要求	2
，噉	2
唔會	2
支	2
答	2
以呢	2
琦	2
d	2
u	2
按	2
上高	2
上嘅	2
籍嘅	2
聲明	2
瞭解	2
所講	2
依啲	2
法律	2
嘅議	2
符	2
唔能	2
你坐	2
規程	2
題。	2
阻	2
權。	2
權去	2
包括	2
醒	2
哋好	2
納	2
哋選	2
屆	2
個議	2
為，	2
代理	2
，包	2
，確	2
夠順	2
憲	2
市	2
冇，	2
怕	2
我希	2
考慮	2
經過	2
護	2
執行	2
點呢	2
判	2
詞	2
選主	2
決嘅	2
。呢	2
明白	2
認為	2
籍問	2
件事	2
證	2
同嘅	2
佢係	2
誓嘅	2
浪	2
嘅工	2
你呢	2
係能	2
唔該	2
觀	2
謹	2
。就	2
正式	2
留權	2
入便	2
結	2
你覺	2
更加	2
查	2
簡	2
都完	2
神	2
斷	2
樣嘢	2
。所	2
任何	2
礎	2
整噉	2
根本	2
嘅程	2
疏嘅	2
入程	2
序嘅	2
海	2
人嘅	2
釐	2
。喺	2
眾嘅	2
一刻	2
且	2
以，	2
仍	2
任期	2
次會	2
要按	2
非宗	2
㗎，	2
改	2
誓，	2
違反	2
畀你	2
段	2
錯，	2
醜	2
意思	2
定出	2
r	2
庭	2
點解	2
想我	1
爺丙	1
嘈	1
低	1
𡃁	1
妹吖	1
訓	1
扭	1
再跳	1
！阿	1
哥	1
扭倒	1
吖！	1
快樂」吖	1
特	1
登	1
嘉	1
祺	1
換	1
禧	1
年啦，	1
用錄	1
帶𠿪？	1
傻仔	1
抬	1
的頭	1
來》	1
我來	1
《不	1
你孤	1
《今	1
《每	1
明天》	1
《夏	1
的	1
故事	1
《伴	1
《有	1
》咩	1
童	1
典─	1
─龍	1
珠	1
。怪唔	1
追	1
蝦	1
歌手呢	1
我對	1
，抒	1
抒發	1
己開	1
心嘅	1
，e	1
