File	Avg_length	Median_length	Char_types	Types	Tokens	TTR	H
aey-x-bible.txt.clean.txt	4.8203	4.0	30	2063	10000	0.2063	8.834432266519315
amp-x-bible.txt.clean.txt	5.5222	5.0	28	3028	10000	0.3028	9.723161994987384
ape-x-bible.txt.clean.txt	5.4277	5.0	31	1938	10000	0.1938	8.611047878724852
apu-x-bible.txt.clean.txt	7.586	7.0	23	2670	10000	0.267	9.528430928918059
arn-x-bible.txt.clean.txt	5.2282	4.0	25	1942	10000	0.1942	8.069653990996986
arz-x-bible.txt.clean.txt	4.2747	4.0	288	4118	10000	0.4118	10.730921290254935
bsn-x-bible.txt.clean.txt	5.7669	5.0	37	2283	10000	0.2283	8.728544627330148
cha-x-bible-2003.txt.clean.txt	4.5452	4.0	27	1915	10000	0.1915	8.296472141202052
deu-x-bible-neue.txt.clean.txt	4.739	4.0	33	2083	10000	0.2083	9.045987651517006
dgz-x-bible.txt.clean.txt	4.5476	4.0	22	1666	10000	0.1666	8.841655544731298
ell-x-bible-modern2009.txt.clean.txt	4.8658	4.0	25	2570	10000	0.257	9.026252925297447
eng-x-bible-kingjames.txt.clean.txt	4.0045	4.0	26	1357	10000	0.1357	8.037211932190717
eus-x-bible-batua.txt.clean.txt	5.8784	6.0	22	3024	10000	0.3024	9.95342352439034
fij-x-bible-1974.txt.clean.txt	3.5519	3.0	24	946	10000	0.0946	7.044759042192417
fin-x-bible-1992.txt.clean.txt	6.1148	6.0	23	3495	10000	0.3495	10.128468903643457
fra-x-bible-perret.txt.clean.txt	4.3614	4.0	37	2084	10000	0.2084	8.737425236118892
gug-x-bible.txt.clean.txt	5.2968	5.0	44	2331	10000	0.2331	9.10464225275399
hae-x-bible.txt.clean.txt	5.8419	6.0	25	2675	10000	0.2675	9.700422412539716
hau-x-bible.txt.clean.txt	3.8789	4.0	27	1550	10000	0.155	8.274846406926743
hin-x-bible-bsi.txt.clean.txt	2.1024	2.0	376	1599	10000	0.1599	8.504574909406529
ind-x-bible-suciinjil.txt.clean.txt	5.7563	5.0	23	1795	10000	0.1795	8.76059199995925
jac-x-bible.txt.clean.txt	4.672	4.0	28	1712	10000	0.1712	8.139795876243351
kal-x-bible.txt.clean.txt	10.965	10.0	37	5559	10000	0.5559	11.582300084633246
kat-x-bible.txt.clean.txt	5.57	5.0	38	3131	10000	0.3131	9.408650297947702
kew-x-bible.txt.clean.txt	4.7891	4.0	29	1760	10000	0.176	8.811199556760045
khk-x-bible.txt.clean.txt	5.3846	5.0	23	3071	10000	0.3071	9.989279370801226
kor-x-bible-revised.txt.clean.txt	2.845	3.0	679	4116	10000	0.4116	10.86245469502595
laj-x-bible.txt.clean.txt	3.745	4.0	21	1746	10000	0.1746	8.613865682690921
mig-x-bible.txt.clean.txt	3.3303	3.0	38	1094	10000	0.1094	7.604542311262368
mya-x-bible-common.txt.clean.txt	1.6852	2.0	349	727	10000	0.0727	7.686254586615322
mzh-x-bible.txt.clean.txt	5.0017	5.0	32	1845	10000	0.1845	8.145001996300532
naq-x-bible.txt.clean.txt	3.779	3.0	35	2027	10000	0.2027	8.450404165286965
pes-x-bible-2007.txt.clean.txt	3.6286	3.0	82	2110	10000	0.211	8.874773694346889
plt-x-bible-romancatholic.txt.clean.txt	5.2328	5.0	28	1995	10000	0.1995	8.621302655920218
qvi-x-bible.txt.clean.txt	8.1373	8.0	29	3452	10000	0.3452	10.266251407777894
rus-x-bible-kulakov.txt.clean.txt	4.6893	4.0	33	3101	10000	0.3101	9.725934224409889
sag-x-bible.txt.clean.txt	3.3768	3.0	32	621	10000	0.0621	6.678771945359187
spa-x-bible-reinavaleracontemporanea.txt.clean.txt	4.2814	4.0	30	2002	10000	0.2002	8.570213923948147
swh-x-bible-union1997.txt.clean.txt	5.6379	5.0	25	2952	10000	0.2952	9.771864226811088
tgl-x-bible-1996.txt.clean.txt	4.9054	5.0	26	1830	10000	0.183	8.259760648109868
tha-x-bible-standard2011.txt.clean.txt	2.7543	3.0	358	1157	10000	0.1157	8.206924882494437
tur-x-bible-2009.txt.clean.txt	6.0759	6.0	31	3877	10000	0.3877	10.62900559410581
vie-x-bible-2002.txt.clean.txt	3.3717	3.0	87	1270	10000	0.127	8.714861571823814
xsu-x-bible.txt.clean.txt	3.3445	3.0	38	1011	10000	0.1011	7.024704393614391
yad-x-bible.txt.clean.txt	7.5566	7.0	35	3555	10000	0.3555	9.977460032653356
yaq-x-bible.txt.clean.txt	5.0565	5.0	19	2025	10000	0.2025	8.769379773694547
yor-x-bible-2010.txt.clean.txt	3.1432	3.0	44	1131	10000	0.1131	7.767129104729267
