File	Avg_length	Median_length	Char_types	Types	Tokens	TTR	H
ar.txt	4.5895	4.0	131	4096	10000	0.4096	10.70030694601239
bg.txt	5.0269	5.0	65	3228	10000	0.3228	9.711580444493135
de.txt	5.6923	5.0	40	2993	10000	0.2993	9.74370987984437
el.txt	5.6165	5.0	70	3046	10000	0.3046	9.662673267150527
en.txt	4.3965	4.0	36	2080	10000	0.208	8.890877932604633
es.txt	4.9754	4.0	43	2452	10000	0.2452	9.114611941069507
fr.txt	4.8187	4.0	51	3393	10000	0.3393	9.502459169710216
hi.txt	2.0516	2.0	444	2295	10000	0.2295	9.29628931597968
ru.txt	6.319	6.0	65	4269	10000	0.4269	10.767602607718063
sw.txt	5.3592	5.0	36	3508	10000	0.3508	9.84829507127768
th.txt	2.5877	2.0	252	1923	10000	0.1923	9.247667489524048
tr.txt	6.0669	6.0	43	4833	10000	0.4833	10.882028037370043
ur.txt	3.5885	3.0	105	2661	10000	0.2661	9.285848296803215
vi.txt	3.4205	3.0	102	1329	10000	0.1329	9.009410389591777
zh.txt	1.6115	1.0	1627	3059	10000	0.3059	9.792687846082238
